# Archivo con P(tau) de todas las historias
#
# Nombre del archivo procesado: medicion04.a.inter.D1.bin
#
# Fecha de procesamiento: 12-01-2020 21:24
#
# Tipo de procesamiento: alfa-Rossi Tipo I
#
# Duración del bin (dt) [s]
5.0000E-04
# Máximo bin analizado (dt_max) [s]
5.0000E-02
# Puntos analizados por trigger
100
# Tiempo base del contador [s]
1.2500E-08
# Número de historias (N_hist)
5
# --------------------------------------------------
# Tasa de cuentas promedio en cada historia [cps] 
# historia_#1   ....    historia_#N_hist 
1.733228e+02 1.737292e+02 1.716889e+02 1.738205e+02 1.728464e+02 
# Desvío estándar del promedio de la tasa de cuentas de cada historia [cps] 
# historia_#1   ....    historia_#N_hist 
7.805520e-01 7.874319e-01 7.807719e-01 7.872700e-01 7.755649e-01 
# Cantidad de triggers de cada historia 
# triggers_#1   ...   triggers_#N_hist 
60874 61017 60301 61049 60706 
# Tau centrado [s] y función P(tau) normalizada para cada historia 
# tau [s] P(tau)_#1   ...   P(tau)_#N_hist 
3.625000e-02 1.004279e+00 9.741110e-01 1.002993e+00 9.845859e-01 9.884863e-01
3.675000e-02 9.811530e-01 1.011468e+00 1.000675e+00 9.960828e-01 9.985885e-01
3.725000e-02 1.002194e+00 1.023920e+00 9.881183e-01 1.017946e+00 9.951575e-01
3.775000e-02 9.781200e-01 9.890161e-01 1.000868e+00 9.796856e-01 1.023939e+00
3.825000e-02 1.011861e+00 9.895821e-01 9.995159e-01 9.928788e-01 9.852460e-01
3.875000e-02 1.044465e+00 9.899594e-01 9.744025e-01 9.909940e-01 9.882957e-01
3.925000e-02 9.910100e-01 1.007317e+00 9.771070e-01 9.772355e-01 9.835305e-01
3.975000e-02 1.006554e+00 1.014675e+00 9.896637e-01 9.877900e-01 9.829587e-01
4.025000e-02 1.007881e+00 9.997703e-01 1.015743e+00 9.921249e-01 9.991603e-01
4.075000e-02 1.018496e+00 9.680735e-01 9.693798e-01 9.887323e-01 1.003163e+00
4.125000e-02 1.008260e+00 9.833559e-01 9.788456e-01 1.009653e+00 1.005641e+00
4.175000e-02 1.006364e+00 9.995817e-01 9.929478e-01 1.005318e+00 9.814339e-01
4.225000e-02 1.019633e+00 9.867520e-01 9.821297e-01 9.985330e-01 9.964918e-01
4.275000e-02 9.860815e-01 1.016562e+00 1.015936e+00 1.002302e+00 9.922984e-01
4.325000e-02 1.010155e+00 9.837332e-01 1.000289e+00 1.001549e+00 9.978260e-01
4.375000e-02 1.016411e+00 9.759977e-01 9.985500e-01 9.791202e-01 9.705693e-01
4.425000e-02 1.007312e+00 9.999590e-01 9.821297e-01 1.000418e+00 9.955387e-01
4.475000e-02 1.033471e+00 1.001280e+00 1.033709e+00 1.005883e+00 9.547489e-01
4.525000e-02 1.002573e+00 1.023166e+00 1.007630e+00 9.842090e-01 1.003354e+00
4.575000e-02 1.011103e+00 1.009015e+00 1.023663e+00 9.994753e-01 1.001829e+00
4.625000e-02 9.991610e-01 9.790165e-01 1.000289e+00 1.006260e+00 9.774311e-01
4.675000e-02 1.035177e+00 1.010147e+00 9.906296e-01 1.016249e+00 9.905830e-01
4.725000e-02 9.997297e-01 1.010713e+00 1.008789e+00 1.002868e+00 1.010978e+00
4.775000e-02 1.003521e+00 1.005242e+00 1.028879e+00 9.904286e-01 1.001257e+00
4.825000e-02 1.017548e+00 9.952422e-01 1.003766e+00 1.003999e+00 1.007928e+00
4.875000e-02 1.007502e+00 1.003355e+00 9.906296e-01 9.955174e-01 9.934421e-01
4.925000e-02 9.976445e-01 9.886387e-01 1.003186e+00 9.949520e-01 9.930609e-01
4.975000e-02 9.953698e-01 1.000336e+00 1.010334e+00 1.012857e+00 1.009453e+00
