# Historias completas obtenidas con el método de alfa-Feynman
#
# Cálculo de [cov_12/sqrt(mean_1*mean_2)] en paralelo
#
# Fecha de procesamiento: 20-11-2020 10:15
#
# Valor de dt [s]:
0.00025
#
# Número de historias:
100
# Tasa de cuentas [cps]:
# [promedio desvio_promedio ...]
[3463.8987577236217, 2.280591121230203]
# Cada columna es una historia
#
8.505044140967354949e-02 9.978558587057073659e-02 1.038067784299723240e-01 8.575351411859122308e-02 1.152583462604290787e-01 1.160533243875294662e-01 8.846103245812564353e-02 1.048382194706531934e-01 9.864771825087981227e-02 9.671442223444004505e-02 9.226596688466548457e-02 8.667673262391972777e-02 6.512851576506761830e-02 9.131051643031740106e-02 9.945646212287284627e-02 9.191541946141712494e-02 8.792866998233739295e-02 9.715845092288644125e-02 1.099885720857909366e-01 8.930555593426481309e-02 1.016457089241087353e-01 9.916503707081369967e-02 9.487445814424533275e-02 9.080604150872328972e-02 7.925984933495522355e-02 1.017833225984312584e-01 1.087924453555162430e-01 7.603185877149454264e-02 9.013789915941483599e-02 9.984365312999576858e-02 8.569458517842654111e-02 9.485442471245209006e-02 9.182372329495769314e-02 8.902101217172675440e-02 1.049890510257414089e-01 9.942714162069488104e-02 9.184983641146127198e-02 1.103402502228079118e-01 9.717427755871677064e-02 7.146544479864047617e-02 8.739214313318943717e-02 1.069994689287343537e-01 7.720265982950724748e-02 1.060089225276301672e-01 7.750318255422317115e-02 9.742847508001495349e-02 9.562008594663562455e-02 8.390873662366349350e-02 9.621562358151747318e-02 9.597480864784690979e-02 1.128312095071699606e-01 8.670017866911128301e-02 8.346362860902534209e-02 1.000545492301503359e-01 1.110875978312191315e-01 1.094377243137858446e-01 1.005829662428681104e-01 1.053432359098418480e-01 1.009994358791728164e-01 9.339866163348986561e-02 1.086022418849557081e-01 1.000758091130522498e-01 1.133070762123575825e-01 8.488111422348221247e-02 1.019540877869469231e-01 1.088449036398251302e-01 1.205103347370979350e-01 1.036643509311796496e-01 8.801823054485491404e-02 1.077723286559704174e-01 1.127101202921461098e-01 8.044923687101501741e-02 1.165374389337048289e-01 7.791150158474469123e-02 1.053062126049315594e-01 9.443811019384917849e-02 8.135826869017659391e-02 1.002393837822022071e-01 9.360424891264029768e-02 9.161980957840865081e-02 9.232810474456654148e-02 1.217887690305368142e-01 1.055426270912664943e-01 8.876299375649820966e-02 1.103745476076374299e-01 9.108927578765468880e-02 1.157000881184149232e-01 9.601736173688202314e-02 1.210017419212296996e-01 1.174060012661801711e-01 7.304596152406839238e-02 9.714143816486608962e-02 9.977409673311243843e-02 1.175362899505616454e-01 9.278685891993565527e-02 1.032756178966105498e-01 1.001827649120146102e-01 1.018762841637845806e-01 1.225413695604111730e-01 9.433571961149045393e-02
1.724481406368791880e-01 1.917668303243025285e-01 2.221776930148786633e-01 1.866237087698896513e-01 2.205066608280270568e-01 2.040066274994973838e-01 1.797270316317336469e-01 1.948765324843209079e-01 1.870446762399815555e-01 1.941526683259451325e-01 1.869816648531619219e-01 1.607432566019879605e-01 1.567203805587984444e-01 1.792588292014698492e-01 1.881970210039782820e-01 1.897468927723862109e-01 1.725952806430808284e-01 1.799991895329631220e-01 2.118965779903065894e-01 1.841511001089854993e-01 1.908421431511304611e-01 1.910749490811860518e-01 1.907025144094609548e-01 1.800372828563201466e-01 1.643242293922779762e-01 1.974693445432329497e-01 1.886399027924918759e-01 1.605965703543572598e-01 1.969129871846246882e-01 1.943672214656113617e-01 1.688436331376603761e-01 1.987017305801876965e-01 1.732000502530675057e-01 1.933394350312440668e-01 2.067221571972011063e-01 1.879473641537605655e-01 1.927552604936211278e-01 1.972015010150038883e-01 1.905121026433747033e-01 1.724119834010202634e-01 1.995922457989736110e-01 1.994751474435350058e-01 1.740236765392164653e-01 1.942849986318757605e-01 1.763988264090423641e-01 1.804987197002498878e-01 1.844089029627580256e-01 1.773886678787430782e-01 1.939482049397840413e-01 1.851817302797267306e-01 2.110071729194271661e-01 1.912760479013246862e-01 1.938883589660636009e-01 1.887305597156796466e-01 2.117071050270880050e-01 2.104140907961393747e-01 1.897195366415860285e-01 1.994841975407626311e-01 1.887629542282693862e-01 1.930031308320083738e-01 1.997567985343791097e-01 1.788274626440895521e-01 2.144302624766525334e-01 1.805411932472968939e-01 1.956387206067282669e-01 2.094513051762649791e-01 2.253750485821310878e-01 1.976275489417036457e-01 1.698936196244804631e-01 1.958576378239911264e-01 2.141147730028418739e-01 2.021399516318713729e-01 2.074145984689819144e-01 1.645666789654616213e-01 1.950201601850618527e-01 1.820628460486228839e-01 1.853382706394133272e-01 1.894470760453210723e-01 1.960331077501160646e-01 1.945787694756297981e-01 1.815703874586906963e-01 2.079790541422861239e-01 2.138478074047758248e-01 1.780037888122372181e-01 1.988060649162211035e-01 1.807903642304502512e-01 2.017912105567738479e-01 1.977283664203617342e-01 2.440767040012343791e-01 2.192568957878247016e-01 1.957284933567930985e-01 2.045558755749057323e-01 1.952401668814451874e-01 2.135695660852316990e-01 1.863809836858723035e-01 2.156458790462267849e-01 1.817240126075794215e-01 1.966981529397850981e-01 2.284096082631550395e-01 2.070852442916499836e-01
2.612567301460717584e-01 2.812834024155750345e-01 3.171072704513111518e-01 2.643615752077390635e-01 3.000352891779367592e-01 2.957989809049137442e-01 2.547494525273761301e-01 2.751543000301961417e-01 2.871709466595031568e-01 2.801218409323726899e-01 2.502535782018810995e-01 2.308222616000030758e-01 2.287071292143061374e-01 2.570272614249125009e-01 2.845358977151961621e-01 2.703343359196730411e-01 2.635000349437417455e-01 2.781936449053685756e-01 2.965246554511664634e-01 2.802061900225958357e-01 2.835357145866099771e-01 2.750905604091589129e-01 2.465203926566352788e-01 2.642152197168010641e-01 2.578947832948641494e-01 2.792881137323666163e-01 2.724729411424651193e-01 2.485460627035482872e-01 2.824920682420157814e-01 2.825365435953346438e-01 2.622840443136587041e-01 2.885681439433902540e-01 2.465038258565255269e-01 2.763997709380001666e-01 3.238233135746959590e-01 2.760782030761919081e-01 2.911048633568618094e-01 2.813338645187550835e-01 2.897388068393120797e-01 2.633527858356101703e-01 2.899385533851746022e-01 2.954728620505375769e-01 2.661662503679560476e-01 2.764958495668128347e-01 2.426230799051904974e-01 2.916065601374104865e-01 2.820621663600406670e-01 2.665703906147145474e-01 2.822274169613414596e-01 2.648304952401281387e-01 2.987935324589758856e-01 2.758346799425142049e-01 2.611283907592711895e-01 2.733294622226141168e-01 3.075353049783462467e-01 3.137499005547175202e-01 2.840755969242323431e-01 2.612740516229119514e-01 2.860143491247115755e-01 2.848452541065977783e-01 2.996845832563572731e-01 2.357787343890058729e-01 2.997500210436010448e-01 2.682274241796933634e-01 2.885415029811631005e-01 2.899437902955397384e-01 3.164900392110119309e-01 2.592087308404495971e-01 2.638331779895966012e-01 2.932782126488584495e-01 2.938010407468760743e-01 2.909719484955879398e-01 2.840726676381575277e-01 2.476850890282389361e-01 3.134062354390694249e-01 2.576581634655876751e-01 2.719754014485604721e-01 2.816205815982650851e-01 2.910188523707177843e-01 2.612783024444369495e-01 2.196778398342773553e-01 3.205890694818780418e-01 3.193262400543381840e-01 2.575798842797463184e-01 2.938689412001629364e-01 2.924991478408403012e-01 2.879649516690758748e-01 2.862019996301319313e-01 3.432535655255311013e-01 3.283100206485303207e-01 2.876530507554961869e-01 3.018676970581164465e-01 2.893287106149220467e-01 3.354235566159970983e-01 2.944786525186755544e-01 3.088207181983282368e-01 2.600171809587621397e-01 2.866315174213152073e-01 3.193260375153523789e-01 2.842640271352363524e-01
3.446857118942396880e-01 3.326244183702871116e-01 4.099186552665463612e-01 3.444659852809839329e-01 4.113884307822601727e-01 3.927085003632839744e-01 3.458718752701632759e-01 3.480335137118277800e-01 3.475824298594072381e-01 3.560552796425799915e-01 3.445082053467525274e-01 3.079332497360789400e-01 3.268482036720481432e-01 3.376884522996135285e-01 3.591213929024430485e-01 3.745679773671461987e-01 3.838256775345880722e-01 3.952853713022210780e-01 3.898022663582834113e-01 3.495590362234304305e-01 3.575103358871609682e-01 3.311795947381646066e-01 3.546734515871929894e-01 3.366195780416834094e-01 3.022951007431144976e-01 3.841041298305218898e-01 3.724668690984718200e-01 3.224219359812801056e-01 3.715453208909460514e-01 3.712684777354267052e-01 3.261485496730827105e-01 4.067302432044423988e-01 3.457901945907257968e-01 3.591471971258788365e-01 4.157808160478269066e-01 3.551987722013678628e-01 3.567052715340086610e-01 3.650697882364932756e-01 3.815993187841262291e-01 3.624704027396801198e-01 3.755211023770295142e-01 3.656943802804504262e-01 3.286155623811775062e-01 3.794499441544392226e-01 3.315921838487223550e-01 3.568288485253978681e-01 3.680659559812720083e-01 3.341547482828099991e-01 3.576338340050351228e-01 3.659253200951109175e-01 4.017929724915327849e-01 3.582450040463758256e-01 3.628658552524335335e-01 3.470191420190513742e-01 3.856161518531109333e-01 3.996834108520084250e-01 3.595586628088272008e-01 3.844462161826860402e-01 3.582738738208011142e-01 3.719849173409754961e-01 4.048639230186792393e-01 3.294731369842185398e-01 4.071793899045623721e-01 3.709233009187462571e-01 3.847614375341201765e-01 3.670607117331907698e-01 4.253218943298500143e-01 3.512737265278844667e-01 3.438833815955424367e-01 3.545833086794132338e-01 4.003838869527065469e-01 4.048451192380633223e-01 3.685244029429985968e-01 3.356903967298028313e-01 3.701109853491035828e-01 3.815624225056402086e-01 3.763563242795064934e-01 3.519617718043070997e-01 3.742273378296097075e-01 3.540888952870024919e-01 3.159874793779648972e-01 4.097529930056389436e-01 4.025315147107360048e-01 3.404637611955614318e-01 3.886190167402410189e-01 3.925171597348928731e-01 3.831223379367723059e-01 3.756945205947670452e-01 4.756374316221658738e-01 4.001416610837320587e-01 3.816193992091736487e-01 3.835112776820375213e-01 3.785386192977291397e-01 4.374161324268603934e-01 3.722267819422844237e-01 4.040566542362651337e-01 3.578383113463319276e-01 3.730401002013936651e-01 4.165927929007871011e-01 3.526305184864151343e-01
4.203541528488818901e-01 4.261487986427996422e-01 5.051632687030753743e-01 4.226173494984073464e-01 4.865814603354565726e-01 4.651653691520714062e-01 4.159044117333583479e-01 4.681389776790605417e-01 4.380364786133132959e-01 4.319646857925905081e-01 4.207624554081861312e-01 4.051007937676396331e-01 4.168155972312965751e-01 4.079009324122551128e-01 4.453221197951380272e-01 4.625295566684339832e-01 4.658786255806532939e-01 4.578617681180834342e-01 4.512142046968683484e-01 4.275573360175484172e-01 4.831710095228172186e-01 4.466676726166596278e-01 4.196596899562932137e-01 4.239385759799558784e-01 4.208749586205029480e-01 4.759852276280509553e-01 4.179342268497265867e-01 3.903665316391662365e-01 4.471719528732316373e-01 4.447949270492053131e-01 4.300990544753526823e-01 5.087328144218044024e-01 4.064029012049608092e-01 4.392828390363645585e-01 4.819485259256033327e-01 4.124295940535656069e-01 4.678992083469835084e-01 4.651953040880674184e-01 4.548885852880113490e-01 4.008882901657422337e-01 4.478048226245638919e-01 4.671563470470363466e-01 4.155405882620677449e-01 4.546095647871952750e-01 3.857868524877403615e-01 4.426145025995802396e-01 4.701247175895386654e-01 4.119171183333441011e-01 4.303898015643339292e-01 4.509022531648043675e-01 4.796736704764859027e-01 4.216837533196948762e-01 4.476161012846844311e-01 4.664311088361268176e-01 4.726364080671972001e-01 4.878203316232139208e-01 4.511753507373463812e-01 4.527343193238322350e-01 4.569289098813371641e-01 4.524653923612171891e-01 4.796443257377531744e-01 3.891220919349955842e-01 4.966048262469093810e-01 4.591555033477756620e-01 4.646055205469010740e-01 4.750168210790757239e-01 4.885796961212345302e-01 4.497260382743752949e-01 4.179603637635100899e-01 4.229212767328511813e-01 4.793664698356761011e-01 4.856150043414688700e-01 4.593757532776523433e-01 4.313143446271479053e-01 4.437069265098945170e-01 4.343596837765852925e-01 4.656509209676977790e-01 4.221115678582956221e-01 4.591762723488490572e-01 4.435072672943223271e-01 3.772211749801563929e-01 5.174825775970248731e-01 4.792696377797074359e-01 4.206634733124556824e-01 4.646762986792174477e-01 4.931501231562973597e-01 4.698021891279602347e-01 4.764263710663085849e-01 5.467700663370982372e-01 4.793451801906885024e-01 4.600563414617431235e-01 4.631041502135160304e-01 4.764876910230593232e-01 5.226161206006125770e-01 4.764330873019928525e-01 4.788915868902747786e-01 4.505269558938660435e-01 4.318233226855827667e-01 4.922826801594188950e-01 4.285605535950829381e-01
4.896263000371778862e-01 5.089752005065018015e-01 5.720299340613412831e-01 5.271244291394858728e-01 5.921968753627564475e-01 5.712935780580135070e-01 5.107953158479938693e-01 5.267335184729906583e-01 5.457838633171339104e-01 5.266674279722840524e-01 4.923601081596142848e-01 4.511503850975187024e-01 4.707702800776705221e-01 4.670227450196768881e-01 5.319478358202907042e-01 5.524654267916355721e-01 5.290304579500866300e-01 5.432988018844362443e-01 5.414027559120186961e-01 5.075298729926835950e-01 5.436420503233974078e-01 5.075381003698875571e-01 5.046950493768680435e-01 5.041337620814716480e-01 4.895442988911093973e-01 5.467404943267308859e-01 5.514018616759661651e-01 4.582806800082841470e-01 5.432059752777302908e-01 5.145582234435945868e-01 4.979083076727695012e-01 5.713340123718535501e-01 4.971769157702501385e-01 5.414658551628281913e-01 5.760736947914795181e-01 4.995352962844321620e-01 5.145105276850914233e-01 5.309499316994128471e-01 5.549064986441099023e-01 5.142625572896322161e-01 5.568008228526790671e-01 5.311550040026924435e-01 4.878347275145786810e-01 5.151977219159526999e-01 4.860116025229954673e-01 5.514328950091422765e-01 5.463859375561614939e-01 4.899855991474117989e-01 5.176051494127789088e-01 5.352153497039635610e-01 5.472908943126864045e-01 5.044922787363315120e-01 5.083258306104698754e-01 5.455370557732339698e-01 5.470724185778945703e-01 5.782342708786465391e-01 5.334499688340390566e-01 5.220451448182261700e-01 5.314130330573216821e-01 5.659817107190299179e-01 5.860439718612093785e-01 4.728700857044207950e-01 5.654202935698313670e-01 5.219840901116246101e-01 5.526248727531648530e-01 5.570202131501800213e-01 5.619604388886212387e-01 4.961068061321851630e-01 4.823564573627041607e-01 5.095826662158042808e-01 5.812670942690356668e-01 5.671044018984390256e-01 5.349813508171123999e-01 4.797528172402012459e-01 5.537789266588761805e-01 5.137643153631790138e-01 5.279717272246533533e-01 5.130586934121821319e-01 5.320700581747885849e-01 4.889195931872094558e-01 4.390835746614800694e-01 5.951903046188549151e-01 5.832888391474877476e-01 4.758177520337454336e-01 5.381431762079804670e-01 5.543769409844478968e-01 5.354712474195952865e-01 5.478413364968413024e-01 6.410631501380399389e-01 5.891075668008483035e-01 5.258833550258814604e-01 5.730724415513352987e-01 5.253030357602166411e-01 6.346942010283471713e-01 5.548137853852441737e-01 5.848269809634243366e-01 5.192146988578256739e-01 5.085569024102210012e-01 5.900761201465984929e-01 4.957977800670301249e-01
5.837535347608657776e-01 5.531064478454392752e-01 6.430445161459608094e-01 5.688528440095850236e-01 6.809783766220582901e-01 6.453357034148683447e-01 5.900593354347483110e-01 6.099867036769208717e-01 5.809273576102176317e-01 5.836004853312204421e-01 5.539581878092321165e-01 5.426917399323583080e-01 5.617647030315879864e-01 5.673749833859220715e-01 6.092569272354713128e-01 6.059794012535399954e-01 6.136997641510053558e-01 6.230010896498270334e-01 6.040852123929865147e-01 5.881494908879971728e-01 6.274276818593240712e-01 5.880001642232748349e-01 5.945715762668264404e-01 5.743863674223814719e-01 5.616762421665739691e-01 6.369682816338877451e-01 6.229101205494469440e-01 5.039896408392534610e-01 6.280193006925940402e-01 5.906888349050789522e-01 5.919569253461705038e-01 6.594538433206249550e-01 5.539660983568794883e-01 5.916834643045774111e-01 6.613803544171512616e-01 5.635313053154629159e-01 5.952906527341359499e-01 5.963689573488750728e-01 6.199850510399922410e-01 5.513515260458350387e-01 6.330769828793281206e-01 6.052003257984768236e-01 5.405147348230758819e-01 5.844492312614948393e-01 5.949581992550627696e-01 5.908661065780655974e-01 5.936909295824823740e-01 5.658640789095366053e-01 5.824019189067415336e-01 6.113786918816275229e-01 6.222828462010225881e-01 5.757487495432280777e-01 5.865826103744948838e-01 6.223343937464764775e-01 6.054196351382445940e-01 6.645924361243928935e-01 6.361081146238416473e-01 5.661509870644363396e-01 5.729858710000823585e-01 6.178194188816164001e-01 6.629807829287903687e-01 5.367564473079557974e-01 6.359406810601997417e-01 6.270205296776840687e-01 6.142518670837007200e-01 6.431615972338624587e-01 6.470029746908771973e-01 5.464798545671529784e-01 5.685371755527355297e-01 5.879520701511879999e-01 6.490314264197591942e-01 6.267723984910247292e-01 6.148946702815245580e-01 5.953872458831366288e-01 6.248118351267517578e-01 5.923140253124516974e-01 6.070259386720928685e-01 5.776501660485318101e-01 6.069350639967840966e-01 6.070660007030113103e-01 5.004043683477175097e-01 6.629678250796657846e-01 6.839054064286100854e-01 5.822624933093871746e-01 5.784774156506169440e-01 6.521595995031903570e-01 6.060685671614720604e-01 6.718260391619441663e-01 7.376311753119326742e-01 6.541042812057715761e-01 5.913255950634981328e-01 6.348874996865421227e-01 6.301991989336233058e-01 7.460254493227653771e-01 6.493008368719728196e-01 6.496683374706027081e-01 6.261607713008747744e-01 5.860578034620158583e-01 6.394879886693076720e-01 5.522384808523723709e-01
6.702154938790896299e-01 6.145082711579672452e-01 7.215842628136410752e-01 6.217776470748648254e-01 7.710419397991965518e-01 6.967956210971171238e-01 6.397404746221937444e-01 6.702372608964424217e-01 6.649648767721607623e-01 6.508511788664477216e-01 6.277338740952063123e-01 5.937487405854777744e-01 6.204475928732007262e-01 6.157572693477681991e-01 6.548819244277894747e-01 6.745087376376173172e-01 6.976029642137071551e-01 7.093163921667715588e-01 6.773469432085377218e-01 6.526364175331245132e-01 6.776854532841336543e-01 6.328738292784588104e-01 6.609141944274270486e-01 6.290139562253667105e-01 6.193666900485594873e-01 7.135322627617188829e-01 6.605347964809760164e-01 5.955689440624230002e-01 6.998746804725388682e-01 6.659804013667591782e-01 6.233520991487757623e-01 7.565960037157155593e-01 6.148351708375794367e-01 6.421108390839562752e-01 7.460336632547146518e-01 6.488945446035165876e-01 6.708021236553405320e-01 6.499661929853810527e-01 7.084550553760251557e-01 6.256557677642462512e-01 7.143029881132627601e-01 6.772677788139296329e-01 5.979199223979920763e-01 6.969380751689469022e-01 6.559255984543173046e-01 6.787389740616032174e-01 6.868328317825973528e-01 6.106166107691983758e-01 6.260087880247131586e-01 6.607645332063616372e-01 6.910829246715661789e-01 6.449174334664864450e-01 6.679165874568135930e-01 6.607363396283343349e-01 7.197244802133839769e-01 7.439409042997611188e-01 6.629472301252015143e-01 6.488611794068919192e-01 6.683722712915658448e-01 7.222130926388286021e-01 7.110737474148824955e-01 6.377210342605386106e-01 7.121349491774882079e-01 6.757502805194437467e-01 6.961359470261263560e-01 6.786280158777582283e-01 7.263753640017560631e-01 6.446030421879165306e-01 6.545384119570729631e-01 6.518363703623866190e-01 7.480723716455981442e-01 7.256423899667836519e-01 7.145606488394451450e-01 6.616339031883142763e-01 6.428437268919016123e-01 6.826080979670321458e-01 7.162343113032756392e-01 6.171962361821197174e-01 6.689622631714873258e-01 6.727137376842806660e-01 5.468470682304724662e-01 7.005334084880272538e-01 7.826763497434923167e-01 6.424546285891068464e-01 6.947505182651922961e-01 7.389040646569160486e-01 6.652181311798688323e-01 7.376097785038993049e-01 8.122885970322311078e-01 7.306062040523757517e-01 6.626838656689160167e-01 7.096836846506646701e-01 7.046531932583808278e-01 8.120462609708587465e-01 6.768783802435331953e-01 7.491985068136095549e-01 6.364177982815264478e-01 6.542585464189745181e-01 7.166241398988515421e-01 6.528387288776131836e-01
7.188139768377235228e-01 6.858592685455964233e-01 8.209839744484228596e-01 7.001456159263788059e-01 8.404549567966139723e-01 7.785060290491951918e-01 7.015769617301763628e-01 7.440117486200228392e-01 7.212953317088097727e-01 7.040806337936242887e-01 6.903779556359461722e-01 6.238567130888628132e-01 6.752133413645742266e-01 6.480360950329364655e-01 7.513002745852011000e-01 7.571847686003720934e-01 7.534140420764279256e-01 7.789254974578494473e-01 7.894334018388391438e-01 7.325081820331316163e-01 7.767962803533328131e-01 7.276986410593226928e-01 7.073347444399100681e-01 6.969891839794450927e-01 6.820818384386908573e-01 7.575140679000669230e-01 7.215657575393434886e-01 6.372559014326613092e-01 7.327966235948029095e-01 7.154861508650729451e-01 6.889466588997039675e-01 8.216279631335103861e-01 6.886020928742968561e-01 7.123504013815369351e-01 8.337719764309134973e-01 6.513969628662905631e-01 7.098686039050052798e-01 7.396950873253678171e-01 7.531649072686501523e-01 6.969789116397877571e-01 8.148369718345107593e-01 7.247366635401284451e-01 6.797997770888963842e-01 7.268607012926342481e-01 6.962236840945501548e-01 7.358754529466380312e-01 7.452552546718957949e-01 6.971291595456163837e-01 7.381628323449191953e-01 7.473372864705205565e-01 7.880398453334285236e-01 6.986622432558051710e-01 7.297759599481550286e-01 7.411606950665121651e-01 7.850033631867443518e-01 7.840805312385863424e-01 7.743758362506070192e-01 7.259348523685067445e-01 7.177926375119967339e-01 7.887724434854697098e-01 7.896245722043184756e-01 6.599890682268376718e-01 7.345950387895765488e-01 7.696690532602286083e-01 8.094509475279862976e-01 8.020011985225437012e-01 8.171997150532857024e-01 6.804555430136109972e-01 6.750639809895266907e-01 7.105180792263237066e-01 7.704252221352079211e-01 7.905667691583631029e-01 7.333832675592277806e-01 7.390000773734195505e-01 7.342031232169956567e-01 7.274846524721370056e-01 7.471283523738250221e-01 7.118675194928159033e-01 7.700926912790035939e-01 7.294178399209165775e-01 6.092825421038965406e-01 8.239040056660309475e-01 8.426417868104025821e-01 7.199666014733170361e-01 7.619202059715903808e-01 8.092478310524926499e-01 7.382596732066486478e-01 7.809502494139204387e-01 8.957491188287174388e-01 8.120371961346257716e-01 7.132768194091838598e-01 8.019829381520109379e-01 7.548396568367807813e-01 9.097443623929422074e-01 7.995470655641012669e-01 8.161904207162880009e-01 6.949239092188657096e-01 6.977192438411703446e-01 8.152151328413297371e-01 7.266693293078243521e-01
7.988475054863501956e-01 6.988819245502739808e-01 8.764381671371257454e-01 7.482227620950077096e-01 9.261044838877900975e-01 8.440523945730853406e-01 7.706596410479269466e-01 8.270577078904794988e-01 7.897363503769081472e-01 7.729666674604276366e-01 7.607710107358647278e-01 7.227043933296581901e-01 7.455586921947225942e-01 7.701303418724019245e-01 7.893920475505908918e-01 7.748704531136960671e-01 8.506424019268634673e-01 8.280825184780475912e-01 8.265943731283931228e-01 7.614801257730630102e-01 8.389493121847542145e-01 7.445766314451918166e-01 7.892504433167850664e-01 7.566866030487393591e-01 7.537569851500300899e-01 8.801194505806992918e-01 7.722237660939823556e-01 6.985408835492714630e-01 7.985391097926546333e-01 7.969181670101683768e-01 7.606380800703311795e-01 8.874661980008737849e-01 7.426689432375805922e-01 7.839119080490430935e-01 8.591818979325041017e-01 7.117764021469208391e-01 8.080967198251685080e-01 7.799009155289202688e-01 8.420637855606842859e-01 7.449459090902019742e-01 8.323841211496019188e-01 8.104360327714417167e-01 7.781556346045832573e-01 8.365608279799461311e-01 7.853855803223068754e-01 7.980665463056697551e-01 8.421599562767849712e-01 7.564243525024574311e-01 7.679734708273504573e-01 8.258925798289653564e-01 8.302097169210882477e-01 7.480624772241701859e-01 8.381785166595414616e-01 8.016851578957460145e-01 8.359208489029961164e-01 8.680886622908337014e-01 7.812107585890160077e-01 8.107542427696645682e-01 7.867812549050483550e-01 7.727797348050791104e-01 8.531191693474857729e-01 7.103338130356784408e-01 8.214629585291011171e-01 8.282608771027859529e-01 8.456270186454211135e-01 8.348767594503805345e-01 8.439950426900562075e-01 7.583034312324168358e-01 7.424364251315824781e-01 7.922920548013681064e-01 8.650751399748017878e-01 9.174668610713365702e-01 8.309542670820120325e-01 7.782691356085604806e-01 8.322683682265534788e-01 7.948725869667001565e-01 8.375519542732652312e-01 7.571202642855112686e-01 8.359938644412645559e-01 8.023186104384005812e-01 6.652643485401852352e-01 8.795464123357275010e-01 9.000286843748828147e-01 7.716191829444123407e-01 8.077231517184857434e-01 9.115256460794367577e-01 8.150389525428634041e-01 8.382166276702254226e-01 9.584255766157951939e-01 8.940738670347909700e-01 7.916054361405147066e-01 8.664669485147664663e-01 8.398490909112514835e-01 9.534642304327340945e-01 8.501423320310337317e-01 8.185703035759792634e-01 8.496030931474052306e-01 7.719639033486322965e-01 8.755870266261589485e-01 7.425980395795237499e-01
