# Historias completas obtenidas con el método de alfa-Feynman
#
# Cálculo de (var_i/mean_i - 1) en paralelo
#
# Fecha de procesamiento: 20-11-2020 13:59
#
# Valor de dt [s]:
0.0004
#
# Número de historias:
50
# Tasa de cuentas [cps]:
# [promedio desvio_promedio ...]
[60566.922676907074, 1132.901834380299]
# Cada columna es una historia
#
1.022248375759335204e+02 2.221810229238553234e+02 1.789636738208573945e+02 1.110498691005673635e+02 2.939122348475149238e+02 1.603270785241020349e+02 1.592821073478147298e+02 8.834583820230754725e+01 1.172090930173489340e+02 1.284503232819989478e+02 2.138083366291426444e+02 3.290383060333704748e+02 1.887834179125743788e+02 1.078422796660607901e+02 1.016672728100081855e+02 2.229096885673387192e+02 1.704188173770727701e+02 2.150942033562650693e+02 2.146778960657830453e+02 1.079580490016512897e+02 1.260197212038458474e+02 1.556859422744691983e+02 2.238612634088852360e+02 8.383589520452569843e+01 1.476235614963439104e+02 1.596417877062030470e+02 7.040611240774617841e+01 1.532614123358040388e+02 1.305740654663721614e+02 3.237101227283748131e+02 1.281906709475553328e+02 1.319743001479602924e+02 1.758839170175246238e+02 2.731117308257420291e+02 1.886847580125805734e+02 1.963120178613861810e+02 1.911974319806991218e+02 9.149587883898554708e+01 2.204060134342680328e+02 2.336552430798144258e+02 2.571300897721466754e+02 5.697943173109036934e+02 2.032364639784692599e+02 1.255312171336615847e+02 2.349397552435015086e+02 1.868566739730199515e+02 1.195790067701274353e+02 1.010556525519687483e+02 3.520484637456830797e+02 1.431748113461885623e+02
1.871806181293926556e+02 4.228958899153937523e+02 3.433790338825012327e+02 2.009100872340840738e+02 5.577479196321033896e+02 2.966247141101851525e+02 3.011156324050568287e+02 1.558202394978467566e+02 2.162439460690104056e+02 2.075903958812588144e+02 3.919810615436604735e+02 6.414125097348033933e+02 3.301440559126477865e+02 2.006810446186312618e+02 1.776304749434591201e+02 4.330946208767087455e+02 3.195797768241250765e+02 4.025716770714548147e+02 3.802577084824854410e+02 1.914762203481905090e+02 2.283829826205186464e+02 2.903951181645679185e+02 4.226949150027695055e+02 1.448766707340629694e+02 2.769713714243963523e+02 3.012085017194690977e+02 1.238295917074818249e+02 2.789808253739412862e+02 2.328797374125786916e+02 6.224823306093768451e+02 2.274436568035493451e+02 2.297892011884550243e+02 3.337640759580824579e+02 5.251430763178599364e+02 3.432872000682309022e+02 3.751321505376344021e+02 3.565359704713327460e+02 1.675026178141252160e+02 4.214417642021124379e+02 4.465182248994072438e+02 4.962544002601139823e+02 1.104428397537615410e+03 3.980629508329118948e+02 2.284762633729525874e+02 4.517245725764731219e+02 3.398689800778149674e+02 2.249858645000602166e+02 1.705250182342605001e+02 6.803616759418862330e+02 2.622445635034654288e+02
2.645901910992939747e+02 6.063683961330068541e+02 4.823058014936351015e+02 2.727078756090255638e+02 8.131755458891997250e+02 4.262267807614027220e+02 3.995636149368505698e+02 2.091450016538177294e+02 2.984918717091035774e+02 2.477120760324640116e+02 5.663664719524598468e+02 9.163976984362157054e+02 4.672228622862285761e+02 2.673035481652303815e+02 2.428989699206082946e+02 6.003076945209026007e+02 4.319929615348941638e+02 5.778899831145488406e+02 5.376876421890952997e+02 2.589052125100240573e+02 3.090008311990840753e+02 4.077307030337145761e+02 6.028632787399753852e+02 1.962782249248731148e+02 3.799992623860347294e+02 4.395069514164949283e+02 1.552038077106139724e+02 3.766679081315953113e+02 3.219757037543050728e+02 8.805195667852382257e+02 3.172656678660251259e+02 3.394088982456140684e+02 4.617431269799732263e+02 7.604498487312145016e+02 4.707336063336064740e+02 5.404706801346801512e+02 5.085366504815471558e+02 2.160992561514165970e+02 6.072759243333548511e+02 6.226914845886728926e+02 7.000322074748708019e+02 1.618336650595038691e+03 5.398716100256750678e+02 2.970810027375887330e+02 6.424813400429542298e+02 4.409016529147871779e+02 3.133251996930701466e+02 2.385825760171083800e+02 9.581415046958132962e+02 3.760066452050375574e+02
3.132917780010403135e+02 7.839384000408578004e+02 6.071543793818505037e+02 3.300442036027484392e+02 9.741204163750641101e+02 5.074944874984813055e+02 4.774821456516254443e+02 2.483126523315972918e+02 3.944895528934338813e+02 2.340925371782907405e+02 7.243672288340951582e+02 1.184728334193457385e+03 5.602331025785505290e+02 3.125161564875096474e+02 2.792800531163681512e+02 7.629623408457773621e+02 5.585410325594292544e+02 7.166038791284474883e+02 6.599765648994243747e+02 2.698620609802149488e+02 3.518225639495966561e+02 5.424031151015518617e+02 7.729705331640399208e+02 2.368119703484167360e+02 5.094921443374961996e+02 5.687160517854779300e+02 1.801783082874033823e+02 5.042384803499633676e+02 3.831673049329160676e+02 1.161748234218929383e+03 3.730995931133788872e+02 3.920684032869600628e+02 5.886538461085868903e+02 9.409090509968209517e+02 6.260597901888778551e+02 6.887504519495593058e+02 6.115972840522846354e+02 2.671541213490845621e+02 7.955358849102680097e+02 7.727856040522237890e+02 8.993571076619857649e+02 2.116282549149503666e+03 6.856575076697769191e+02 3.892972057247040993e+02 8.111166475030564698e+02 6.035100422312920045e+02 3.906438190622304774e+02 2.818924205583268758e+02 1.285345406777219750e+03 4.300062635667139261e+02
3.733939301090298386e+02 9.343075799905526537e+02 6.057375417204855239e+02 3.712923702208531722e+02 1.285715110908575753e+03 6.055076679794726715e+02 5.609533630777001463e+02 3.131085816175421996e+02 4.263950343788163764e+02 3.958575314444083233e+02 8.365260777027166341e+02 1.347906541413316518e+03 5.725466634673671251e+02 4.176607343885864339e+02 3.359643340857788303e+02 8.604602910222386072e+02 6.316940783528891643e+02 8.637306626920429835e+02 8.561681827590871308e+02 3.468779528081977332e+02 4.780839079025365095e+02 6.569588954890313062e+02 9.253936009079568521e+02 2.909885163068443603e+02 5.848887607398979753e+02 6.987701278672207081e+02 2.044150888949452280e+02 5.934852617949414935e+02 4.432405830604924972e+02 1.214109668151246296e+03 4.417194194447965856e+02 4.484524758624097558e+02 6.675498238187437892e+02 1.133818059958970707e+03 6.994889530029611251e+02 8.244628705317147706e+02 7.550033074600249847e+02 3.036019427913713002e+02 9.204145217440043325e+02 8.719558685463674692e+02 1.056929545324178662e+03 2.559088144592024491e+03 6.677653716994195747e+02 4.473971464909353131e+02 9.213000945183874819e+02 6.985857541338303918e+02 4.653421746111771995e+02 2.464821612098076002e+02 1.557326130281005135e+03 4.987451077005027287e+02
4.696949015333072452e+02 1.099151957008840327e+03 6.651609353237253117e+02 3.788842115362851359e+02 1.477154295732708533e+03 6.691311146458334633e+02 5.777769316261972108e+02 3.015460056111895710e+02 5.376647419335263294e+02 2.728867936927975961e+02 9.856319362960093713e+02 1.608769064099678872e+03 7.602498918336955285e+02 4.716106841642514951e+02 3.927768337683375535e+02 9.916779877984453151e+02 6.268703541757761286e+02 9.156189115725790089e+02 9.731753737591667459e+02 3.521774913450818190e+02 4.023006860588369591e+02 7.050734956603718047e+02 9.695434091830697980e+02 2.994081509794212934e+02 6.779433656510969968e+02 8.128686036916225248e+02 2.267380602732728505e+02 5.533430167597765603e+02 5.454219443466741950e+02 1.531854540743874622e+03 4.722740594840375365e+02 4.660914608472400005e+02 7.461328851314209487e+02 1.267112686892722650e+03 7.911113610959846483e+02 9.976457452574526314e+02 8.408783164153692269e+02 3.569592727877100060e+02 1.041695286934559817e+03 1.034100187305920372e+03 1.220574864788354489e+03 3.006248438727377106e+03 1.030943181562530981e+03 4.876579204478439351e+02 1.124720540547360997e+03 6.735941636576510518e+02 5.303235757170771194e+02 3.775062834749621743e+02 1.744019634332526948e+03 5.043605045489950385e+02
4.744158271129680884e+02 1.168775883107575055e+03 8.800197962280511774e+02 4.305454611654018890e+02 1.536316044486593910e+03 8.629477745289151471e+02 7.011198525973176174e+02 3.479092259388962134e+02 5.295668493611926806e+02 3.450514665503347942e+02 1.180276754139301602e+03 1.904529778149589674e+03 8.137400076614804902e+02 4.445955864962808732e+02 4.371282674772036216e+02 1.210225696951426244e+03 7.207726435130241498e+02 1.091878406659248412e+03 9.583387826801111942e+02 4.284051568168251833e+02 5.273069603469252797e+02 8.133740114220598798e+02 1.229142991472959011e+03 3.186479083644557022e+02 7.717339577391755938e+02 8.486810108978161225e+02 2.932621391174271253e+02 5.719881540930978190e+02 4.817519855507555349e+02 1.677584331239554785e+03 5.144957651044607019e+02 6.009641834586466302e+02 7.903935529881612183e+02 1.268387224157956098e+03 9.910577703696441176e+02 1.041349407792486090e+03 1.019872523689735317e+03 3.964642657930850760e+02 1.330050481712367628e+03 9.644474311527877717e+02 1.331324043982895546e+03 3.476982436160107227e+03 8.709526436057050205e+02 5.598849477519594302e+02 1.268326786801715343e+03 6.621930519375736139e+02 5.836704587917791969e+02 3.933574120295598391e+02 1.948237895104284917e+03 5.848293971565157108e+02
4.725541443370067327e+02 1.341376956565912906e+03 7.057508462202164310e+02 3.607969174319359240e+02 1.594347083726448091e+03 8.035154560657867933e+02 7.747042482993708745e+02 3.899209371642463111e+02 5.094274165677451265e+02 2.846035036676904042e+02 1.159189367397099431e+03 2.130858032478960013e+03 9.962260726072607895e+02 4.765228214496015084e+02 4.297556689160702490e+02 1.242806493377326206e+03 9.229284552029647557e+02 1.231428541608597925e+03 1.043635953237904687e+03 4.573537815817191472e+02 4.933422037168971883e+02 9.787645168289866433e+02 1.335288719399130741e+03 3.934929549138428229e+02 8.308888908253237560e+02 1.022371696326257279e+03 2.756285269081683964e+02 7.521936119980599642e+02 5.942324799108205298e+02 1.631310062448060535e+03 6.218665537361189308e+02 5.099961161160468919e+02 8.155570875716870205e+02 1.576315123137472710e+03 9.177657611011504741e+02 1.196266201253032250e+03 1.024816696241066893e+03 4.384368418111528172e+02 1.466605058271676398e+03 1.137872165303695283e+03 1.457082836562344710e+03 3.609823607292919860e+03 1.047892528711075556e+03 4.839216223039178999e+02 1.403725395804279970e+03 7.892387194226713518e+02 6.079195506352161829e+02 3.397815724001596323e+02 2.226422686441611404e+03 7.141235026163542443e+02
6.058857432775239431e+02 1.468542962119757021e+03 6.915764650726674745e+02 3.344296464542180161e+02 1.557029415051744763e+03 8.315835318749550424e+02 6.614058020568855909e+02 3.904469556292065704e+02 6.904094782224937035e+02 3.758960142107259799e+02 1.155222041818959497e+03 2.093891507937969436e+03 7.653760810108790338e+02 6.914138531479258063e+02 4.707048463060503423e+02 1.380776048536006329e+03 7.754934586931965441e+02 1.251251879594951106e+03 1.287137594027219393e+03 4.699215388509237528e+02 4.813475649705175101e+02 1.002097982708933387e+03 1.065124029775021427e+03 3.904911873288078255e+02 8.500110272730383940e+02 1.189213677491965882e+03 2.412253935003345475e+02 7.314397921666678712e+02 5.819689491302337956e+02 1.895764530699854276e+03 5.765986120696267108e+02 4.870088370986547943e+02 8.907129274973267457e+02 1.945344472246397117e+03 1.167157315659621418e+03 1.375124884116575913e+03 1.128355229443279995e+03 4.723116528365986255e+02 1.358721335006046502e+03 1.309102649990268674e+03 1.595462340624872922e+03 4.051375526355617239e+03 1.245251166575333400e+03 4.844471134994474824e+02 1.432722534475570683e+03 9.290918514932551489e+02 6.524154191559214269e+02 3.491217311864794510e+02 2.339640061290819176e+03 4.792936982659657019e+02
6.686940457719161941e+02 1.484332030095816890e+03 1.114605911226007038e+03 4.768009715093747332e+02 1.611968631126302398e+03 1.094762396442495174e+03 7.179873662079510268e+02 3.852468126041777055e+02 5.998842860271573727e+02 3.989335775939579776e+02 1.412255460691928874e+03 2.354291010335488409e+03 1.027096693039072761e+03 7.464957280666578754e+02 4.183093597851729442e+02 1.518266131018347323e+03 1.051169314411753930e+03 1.169679817659547780e+03 1.248440296420581490e+03 3.875126377803116497e+02 5.861658134243458562e+02 9.444452304058615937e+02 1.791740381991814047e+03 4.435536776899813844e+02 8.802395934662775971e+02 1.329089840888743993e+03 2.089529436152570270e+02 9.388075933318269790e+02 5.439683060927605993e+02 1.948827832783278382e+03 5.198284024367206939e+02 5.162458824975416292e+02 1.170578309358839078e+03 1.637890086560551026e+03 1.126274000556154988e+03 1.506949257978628339e+03 1.164124902582943605e+03 4.132575375910711841e+02 1.653237163385961821e+03 9.960357658737475504e+02 1.381898727844482437e+03 4.527689674523008762e+03 5.883873593432945199e+02 6.482760052447553107e+02 1.465318972687921814e+03 9.332982988941803342e+02 6.228835655609857440e+02 3.143440640703518625e+02 2.431838796892569007e+03 7.217668379926756188e+02
